timestamp,machine_id,cpu_util,mem_util,disk_util,load1,load5,load15,timestep
43920,16,0.0,0.1,15.4,0.0,0.0,0.0,732
43980,16,0.0,0.0,13.2,0.0,0.0,0.0,733
44040,16,0.0,0.0,11.2,0.0,0.0,0.0,734
44100,16,0.0,0.0,15.9,0.0,0.0,0.0,735
44160,16,0.0,0.0,6.2,0.0,0.0,0.0,736
44220,16,0.0,0.0,7.7,0.0,0.0,0.0,737
44280,16,0.0,0.0,19.7,0.0,0.0,0.0,738
44340,16,0.0,0.0,17.0,0.0,0.0,0.0,739
44400,16,0.0,0.0,18.4,0.0,0.0,0.0,740
44460,16,0.0,0.0,19.0,0.0,0.0,0.0,741
44520,16,0.0,0.0,5.5,0.0,0.0,0.0,742
44580,16,0.0,0.0,10.7,0.0,0.0,0.0,743
44640,16,0.0,0.0,10.5,0.0,0.0,0.0,744
44700,16,0.0,0.0,15.8,0.0,0.0,0.0,745
44760,16,0.0,0.0,16.4,0.0,0.0,0.0,746
44820,16,0.0,0.0,2.0,0.0,0.0,0.0,747
44880,16,0.0,0.0,8.1,0.0,0.0,0.0,748
44940,16,0.0,0.0,14.4,0.0,0.0,0.0,749
45000,16,0.0,0.0,19.7,0.0,0.0,0.0,750
45060,16,0.0,0.0,6.9,0.0,0.0,0.0,751
45120,16,0.0,0.0,8.6,0.0,0.0,0.0,752
45180,16,0.0,0.0,12.2,0.0,0.0,0.0,753
45240,16,0.0,0.0,18.5,0.0,0.0,0.0,754
45300,16,0.0,0.0,6.7,0.0,0.0,0.0,755
45360,16,0.0,0.0,2.4,0.0,0.0,0.0,756
45420,16,0.0,0.0,19.0,0.0,0.0,0.0,757
45480,16,0.0,0.0,2.7,0.0,0.0,0.0,758
45540,16,0.0,0.0,5.8,0.0,0.0,0.0,759
45600,16,0.0,0.0,7.9,0.0,0.0,0.0,760
45660,16,0.0,0.0,18.1,0.0,0.0,0.0,761
45720,16,0.0,0.0,10.9,0.0,0.0,0.0,762
45780,16,0.0,0.0,11.8,0.0,0.0,0.0,763
45840,16,0.0,0.0,8.9,0.0,0.0,0.0,764
45900,16,0.0,0.0,7.3,0.0,0.0,0.0,765
45960,16,0.0,0.0,6.4,0.0,0.0,0.0,766
46020,16,0.0,0.0,2.9,0.0,0.0,0.0,767
46080,16,0.0,0.0,19.5,0.0,0.0,0.0,768
46140,16,0.0,0.0,19.3,0.0,0.0,0.0,769
46200,16,0.0,0.0,14.8,0.0,0.0,0.0,770
46260,16,0.0,0.0,7.1,0.0,0.0,0.0,771
46320,16,0.0,0.0,12.6,0.0,0.0,0.0,772
46380,16,0.0,0.0,15.2,0.0,0.0,0.0,773
46440,16,0.0,0.0,14.7,0.0,0.0,0.0,774
46500,16,0.0,0.0,4.7,0.0,0.0,0.0,775
46560,16,0.0,0.0,12.3,0.0,0.0,0.0,776
46620,16,0.0,0.0,5.1,0.0,0.0,0.0,777
46680,16,0.0,0.0,6.9,0.0,0.0,0.0,778
46740,16,0.0,0.0,17.9,0.0,0.0,0.0,779
46800,16,0.0,0.0,2.5,0.0,0.0,0.0,780
46860,16,0.0,0.0,9.3,0.0,0.0,0.0,781
46920,16,0.0,0.0,17.8,0.0,0.0,0.0,782
46980,16,0.0,0.0,9.3,0.0,0.0,0.0,783
47040,16,0.0,0.0,19.9,0.0,0.0,0.0,784
47100,16,0.0,0.0,12.5,0.0,0.0,0.0,785
47160,16,0.0,0.0,12.7,0.0,0.0,0.0,786
47220,16,0.0,0.0,19.0,0.0,0.0,0.0,787
47280,16,0.0,0.0,2.9,0.0,0.0,0.0,788
47340,16,0.0,0.0,19.0,0.0,0.0,0.0,789
47400,16,0.0,0.0,6.7,0.0,0.0,0.0,790
47460,16,0.0,0.0,6.9,0.0,0.0,0.0,791
47520,16,0.0,0.0,4.1,0.0,0.0,0.0,792
47580,16,0.0,0.0,13.3,0.0,0.0,0.0,793
47640,16,0.0,0.0,19.9,0.0,0.0,0.0,794
47700,16,0.0,0.0,4.2,0.0,0.0,0.0,795
47760,16,0.0,0.0,4.9,0.0,0.0,0.0,796
47820,16,0.0,0.0,13.8,0.0,0.0,0.0,797
47880,16,0.0,0.0,6.8,0.0,0.0,0.0,798
47940,16,0.0,0.0,6.8,0.0,0.0,0.0,799
48000,16,0.0,0.0,4.0,0.0,0.0,0.0,800
48060,16,0.0,0.0,6.3,0.0,0.0,0.0,801
48120,16,0.0,0.0,14.5,0.0,0.0,0.0,802
48180,16,0.0,0.0,3.4,0.0,0.0,0.0,803
48240,16,0.0,0.0,2.5,0.0,0.0,0.0,804
48300,16,0.0,0.0,6.0,0.0,0.0,0.0,805
48360,16,0.0,0.0,7.2,0.0,0.0,0.0,806
48420,16,0.0,0.0,3.8,0.0,0.0,0.0,807
48480,16,0.0,0.0,4.8,0.0,0.0,0.0,808
48540,16,0.0,0.0,16.8,0.0,0.0,0.0,809
48600,16,0.0,0.0,7.3,0.0,0.0,0.0,810
48660,16,0.0,0.0,18.9,0.0,0.0,0.0,811
48720,16,0.0,0.0,4.9,0.0,0.0,0.0,812
48780,16,0.0,0.0,3.5,0.0,0.0,0.0,813
48840,16,0.0,0.0,7.0,0.0,0.0,0.0,814
48900,16,0.0,0.0,7.2,0.0,0.0,0.0,815
48960,16,0.0,0.0,3.4,0.0,0.0,0.0,816
49020,16,0.0,0.0,6.0,0.0,0.0,0.0,817
49080,16,0.0,0.0,7.2,0.0,0.0,0.0,818
49140,16,0.0,0.0,11.3,0.0,0.0,0.0,819
49200,16,0.0,0.0,6.9,0.0,0.0,0.0,820
49260,16,0.0,0.0,8.2,0.0,0.0,0.0,821
49320,16,0.0,0.0,15.5,0.0,0.0,0.0,822
49380,16,0.0,0.0,14.0,0.0,0.0,0.0,823
49440,16,0.0,0.0,11.5,0.0,0.0,0.0,824
49500,16,0.0,0.0,16.0,0.0,0.0,0.0,825
49560,16,0.0,0.0,14.6,0.0,0.0,0.0,826
49620,16,0.0,0.0,6.9,0.0,0.0,0.0,827
49680,16,0.0,0.0,19.6,0.0,0.0,0.0,828
49740,16,0.0,0.0,14.2,0.0,0.0,0.0,829
49800,16,0.0,0.0,2.9,0.0,0.0,0.0,830
49860,16,0.0,0.0,19.9,0.0,0.0,0.0,831
49920,16,0.0,0.0,7.8,0.0,0.0,0.0,832
49980,16,0.0,0.0,19.1,0.0,0.0,0.0,833
50040,16,0.0,0.0,16.4,0.0,0.0,0.0,834
50100,16,0.0,0.0,7.2,0.0,0.0,0.0,835
50160,16,0.0,0.0,15.5,0.0,0.0,0.0,836
50220,16,0.0,0.0,10.7,0.0,0.0,0.0,837
50280,16,0.0,0.0,2.2,0.0,0.0,0.0,838
50340,16,0.0,0.0,3.6,0.0,0.0,0.0,839
50400,16,0.0,0.0,2.4,0.0,0.0,0.0,840
50460,16,0.0,0.0,4.4,0.0,0.0,0.0,841
50520,16,0.0,0.0,10.0,0.0,0.0,0.0,842
50580,16,0.0,0.0,14.6,0.0,0.0,0.0,843
50640,16,0.0,0.0,17.5,0.0,0.0,0.0,844
50700,16,0.0,0.0,5.4,0.0,0.0,0.0,845
50760,16,0.0,0.0,8.2,0.0,0.0,0.0,846
50820,16,0.0,0.0,5.0,0.0,0.0,0.0,847
50880,16,0.0,0.0,14.2,0.0,0.0,0.0,848
50940,16,0.0,0.0,8.0,0.0,0.0,0.0,849
51000,16,0.0,0.0,4.5,0.0,0.0,0.0,850
51060,16,0.0,0.0,9.4,0.0,0.0,0.0,851
51120,16,0.0,0.0,16.8,0.0,0.0,0.0,852
51180,16,0.0,0.0,16.5,0.0,0.0,0.0,853
51240,16,0.0,0.0,13.8,0.0,0.0,0.0,854
51300,16,0.0,0.0,14.0,0.0,0.0,0.0,855
51360,16,0.0,0.0,9.7,0.0,0.0,0.0,856
51420,16,0.0,0.0,3.9,0.0,0.0,0.0,857
51480,16,0.0,0.0,11.7,0.0,0.0,0.0,858
51540,16,0.0,0.0,12.3,0.0,0.0,0.0,859
51600,16,0.0,0.0,4.7,0.0,0.0,0.0,860
51660,16,0.0,0.0,8.1,0.0,0.0,0.0,861
51720,16,0.0,0.0,9.2,0.0,0.0,0.0,862
51780,16,0.0,0.0,11.2,0.0,0.0,0.0,863
51840,16,0.0,0.0,9.9,0.0,0.0,0.0,864
51900,16,0.0,0.0,9.0,0.0,0.0,0.0,865
51960,16,0.0,0.0,10.0,0.0,0.0,0.0,866
52020,16,0.0,0.0,6.6,0.0,0.0,0.0,867
52080,16,0.0,0.0,14.1,0.0,0.0,0.0,868
52140,16,0.0,0.0,14.6,0.0,0.0,0.0,869
52200,16,0.0,0.0,7.7,0.0,0.0,0.0,870
52260,16,0.0,0.0,8.8,0.0,0.0,0.0,871
52320,16,0.0,0.0,18.8,0.0,0.0,0.0,872
52380,16,0.0,0.0,14.5,0.0,0.0,0.0,873
52440,16,0.0,0.0,5.3,0.0,0.0,0.0,874
52500,16,0.0,0.0,9.8,0.0,0.0,0.0,875
52560,16,0.0,0.0,5.1,0.0,0.0,0.0,876
52620,16,0.0,0.0,13.5,0.0,0.0,0.0,877
52680,16,0.0,0.0,6.8,0.0,0.0,0.0,878
52740,16,0.0,0.0,5.0,0.0,0.0,0.0,879
52800,16,0.0,0.0,15.3,0.0,0.0,0.0,880
52860,16,0.0,0.0,11.2,0.0,0.0,0.0,881
52920,16,0.0,0.0,6.3,0.0,0.0,0.0,882
52980,16,0.0,0.0,8.8,0.0,0.0,0.0,883
53040,16,0.0,0.0,5.7,0.0,0.0,0.0,884
53100,16,0.0,0.0,2.9,0.0,0.0,0.0,885
53160,16,0.0,0.0,7.4,0.0,0.0,0.0,886
53220,16,0.0,0.0,13.7,0.0,0.0,0.0,887
53280,16,0.0,0.0,14.6,0.0,0.0,0.0,888
53340,16,0.0,0.0,4.1,0.0,0.0,0.0,889
53400,16,0.0,0.0,14.6,0.0,0.0,0.0,890
53460,16,0.0,0.0,13.8,0.0,0.0,0.0,891
53520,16,0.0,0.0,4.9,0.0,0.0,0.0,892
53580,16,0.0,0.0,13.5,0.0,0.0,0.0,893
53640,16,0.0,0.0,17.8,0.0,0.0,0.0,894
53700,16,0.0,0.0,14.0,0.0,0.0,0.0,895
53760,16,0.0,0.0,19.2,0.0,0.0,0.0,896
53820,16,0.0,0.0,17.6,0.0,0.0,0.0,897
53880,16,0.0,0.0,16.2,0.0,0.0,0.0,898
53940,16,0.0,0.0,5.7,0.0,0.0,0.0,899
54000,16,0.0,0.0,7.5,0.0,0.0,0.0,900
54060,16,0.0,0.0,11.5,0.0,0.0,0.0,901
54120,16,0.0,0.0,2.0,0.0,0.0,0.0,902
54180,16,0.0,0.0,7.1,0.0,0.0,0.0,903
54240,16,0.0,0.0,5.9,0.0,0.0,0.0,904
54300,16,0.0,0.0,4.9,0.0,0.0,0.0,905
54360,16,0.0,0.0,8.7,0.0,0.0,0.0,906
54420,16,0.0,0.0,10.6,0.0,0.0,0.0,907
54480,16,0.0,0.0,18.3,0.0,0.0,0.0,908
54540,16,0.0,0.0,2.6,0.0,0.0,0.0,909
54600,16,0.0,0.0,9.5,0.0,0.0,0.0,910
54660,16,0.0,0.0,12.2,0.0,0.0,0.0,911
54720,16,0.0,0.0,15.3,0.0,0.0,0.0,912
54780,16,0.0,0.0,16.7,0.0,0.0,0.0,913
54840,16,0.0,0.0,19.5,0.0,0.0,0.0,914
54900,16,0.0,0.0,11.6,0.0,0.0,0.0,915
54960,16,0.0,0.0,10.8,0.0,0.0,0.0,916
55020,16,0.0,0.0,4.3,0.0,0.0,0.0,917
55080,16,0.0,0.0,19.2,0.0,0.0,0.0,918
55140,16,0.0,0.0,5.2,0.0,0.0,0.0,919
55200,16,0.0,0.0,19.5,0.0,0.0,0.0,920
55260,16,0.0,0.0,19.6,0.0,0.0,0.0,921
55320,16,0.0,0.0,17.2,0.0,0.0,0.0,922
55380,16,0.0,0.0,7.1,0.0,0.0,0.0,923
55440,16,0.0,0.0,7.8,0.0,0.0,0.0,924
55500,16,0.0,0.0,8.4,0.0,0.0,0.0,925
55560,16,0.0,0.0,7.8,0.0,0.0,0.0,926
55620,16,0.0,0.0,7.4,0.0,0.0,0.0,927
55680,16,0.0,0.0,15.4,0.0,0.0,0.0,928
55740,16,0.0,0.0,9.3,0.0,0.0,0.0,929
55800,16,0.0,0.0,18.0,0.0,0.0,0.0,930
55860,16,0.0,0.0,17.7,0.0,0.0,0.0,931
55920,16,0.0,0.0,13.3,0.0,0.0,0.0,932
55980,16,0.0,0.0,17.0,0.0,0.0,0.0,933
56040,16,0.0,0.0,19.5,0.0,0.0,0.0,934
56100,16,0.0,0.0,12.5,0.0,0.0,0.0,935
56160,16,0.0,0.0,19.1,0.0,0.0,0.0,936
56220,16,0.0,0.0,3.6,0.0,0.0,0.0,937
56280,16,0.0,0.0,19.8,0.0,0.0,0.0,938
56340,16,0.0,0.0,14.0,0.0,0.0,0.0,939
56400,16,0.0,0.0,13.2,0.0,0.0,0.0,940
56460,16,0.0,0.0,9.6,0.0,0.0,0.0,941
56520,16,0.0,0.0,17.0,0.0,0.0,0.0,942
56580,16,0.0,0.0,18.8,0.0,0.0,0.0,943
56640,16,0.0,0.0,8.9,0.0,0.0,0.0,944
56700,16,0.0,0.0,4.0,0.0,0.0,0.0,945
56760,16,0.0,0.0,13.8,0.0,0.0,0.0,946
56820,16,0.0,0.0,2.7,0.0,0.0,0.0,947
56880,16,0.0,0.0,13.1,0.0,0.0,0.0,948
56940,16,0.0,0.0,12.9,0.0,0.0,0.0,949
57000,16,0.0,0.0,9.4,0.0,0.0,0.0,950
57060,16,0.0,0.0,19.5,0.0,0.0,0.0,951
57120,16,0.0,0.0,7.2,0.0,0.0,0.0,952
57180,16,0.0,0.0,2.5,0.0,0.0,0.0,953
57240,16,0.0,0.0,4.5,0.0,0.0,0.0,954
57300,16,0.0,0.0,16.9,0.0,0.0,0.0,955
57360,16,0.0,0.0,15.8,0.0,0.0,0.0,956
57420,16,0.0,0.0,16.8,0.0,0.0,0.0,957
57480,16,0.0,0.0,13.0,0.0,0.0,0.0,958
57540,16,0.0,0.0,17.6,0.0,0.0,0.0,959
57600,16,0.0,0.0,16.2,0.0,0.0,0.0,960
57660,16,0.0,0.0,18.7,0.0,0.0,0.0,961
57720,16,0.0,0.0,7.3,0.0,0.0,0.0,962
57780,16,0.0,0.0,18.1,0.0,0.0,0.0,963
57840,16,0.0,0.0,3.4,0.0,0.0,0.0,964
57900,16,0.0,0.0,4.4,0.0,0.0,0.0,965
57960,16,0.0,0.0,10.5,0.0,0.0,0.0,966
58020,16,0.0,0.0,7.3,0.0,0.0,0.0,967
58080,16,0.0,0.0,13.8,0.0,0.0,0.0,968
58140,16,0.0,0.0,7.2,0.0,0.0,0.0,969
58200,16,0.0,0.0,16.6,0.0,0.0,0.0,970
58260,16,0.0,0.0,5.0,0.0,0.0,0.0,971
58320,16,0.0,0.0,15.5,0.0,0.0,0.0,972
58380,16,0.0,0.0,18.8,0.0,0.0,0.0,973
58440,16,0.0,0.0,3.7,0.0,0.0,0.0,974
58500,16,0.0,0.0,2.9,0.0,0.0,0.0,975
58560,16,0.0,0.0,2.3,0.0,0.0,0.0,976
58620,16,0.0,0.0,7.3,0.0,0.0,0.0,977
58680,16,0.0,0.0,14.7,0.0,0.0,0.0,978
58740,16,0.0,1.8,3.4,0.0,0.0,0.0,979
58800,16,0.0,3.1,14.1,0.0,0.0,0.0,980
58860,16,0.0,4.3,18.8,0.0,0.0,0.0,981
58920,16,0.0,4.1,4.1,0.0,0.0,0.0,982
58980,16,11.1,4.7,11.8,0.15,0.14,0.13,983
59040,16,10.1,4.9,11.4,0.15,0.14,0.14,984
59100,16,12.8,5.0,12.0,0.17,0.15,0.13,985
59160,16,17.1,7.0,17.5,0.17,0.15,0.13,986
59220,16,21.2,6.3,20.3,0.18,0.15,0.13,987
59280,16,22.1,7.6,15.2,0.31,0.29,0.27,988
59340,16,20.6,9.4,12.5,0.22,0.2,0.19,989
59400,16,24.8,8.9,11.7,0.24,0.21,0.19,990
59460,16,22.5,10.2,20.7,0.23,0.23,0.22,991
59520,16,22.3,11.2,7.9,0.31,0.27,0.25,992
59580,16,20.7,12.6,6.9,0.2,0.19,0.18,993
59640,16,17.2,12.9,20.4,0.15,0.13,0.12,994
59700,16,15.4,13.7,11.6,0.17,0.16,0.15,995
59760,16,14.9,14.2,20.0,0.16,0.15,0.15,996
59820,16,14.0,14.9,18.3,0.2,0.19,0.18,997
59880,16,13.2,16.4,17.7,0.15,0.13,0.12,998
59940,16,11.1,17.9,9.9,0.16,0.16,0.15,999
0,17,34.4,52.8,21.9,0.49,0.46,0.39,0
60,17,34.1,54.2,15.4,0.31,0.29,0.27,1
120,17,28.6,52.6,16.0,0.25,0.23,0.23,2
180,17,28.7,52.7,20.7,0.4,0.35,0.31,3
240,17,29.4,51.5,12.5,0.42,0.36,0.35,4
300,17,29.0,52.2,6.8,0.3,0.29,0.25,5
360,17,28.7,52.9,7.9,0.33,0.29,0.29,6
420,17,26.7,53.5,13.7,0.35,0.34,0.34,7
480,17,29.8,55.0,7.8,0.25,0.22,0.2,8
540,17,31.2,55.6,10.1,0.34,0.32,0.29,9
600,17,31.9,53.6,6.4,0.29,0.29,0.26,10
660,17,30.8,54.8,13.4,0.31,0.27,0.26,11
720,17,34.6,56.4,10.1,0.28,0.26,0.22,12
780,17,34.9,56.2,9.3,0.34,0.31,0.29,13
840,17,39.8,56.7,8.6,0.59,0.56,0.53,14
900,17,39.6,58.3,16.0,0.4,0.38,0.34,15
960,17,43.2,60.3,11.7,0.45,0.44,0.44,16
1020,17,43.7,63.4,14.8,0.55,0.49,0.42,17
1080,17,42.4,63.2,7.6,0.64,0.59,0.51,18
1140,17,43.8,62.9,23.3,0.57,0.53,0.5,19
1200,17,45.7,63.0,16.6,0.44,0.39,0.35,20
1260,17,47.3,64.7,16.3,0.63,0.6,0.53,21
1320,17,48.0,65.4,8.1,0.6,0.55,0.53,22
1380,17,51.1,66.7,18.1,0.46,0.4,0.36,23
1440,17,52.6,70.3,11.3,0.78,0.66,0.58,24
1500,17,51.2,71.9,18.1,0.42,0.41,0.4,25
1560,17,47.8,72.6,15.1,0.49,0.47,0.43,26
1620,17,51.1,74.9,15.9,0.71,0.62,0.57,27
1680,17,53.6,76.8,23.4,0.5,0.47,0.41,28
1740,17,60.6,75.7,18.4,0.84,0.79,0.78,29
1800,17,61.3,77.1,8.7,0.88,0.82,0.75,30
1860,17,65.4,78.4,22.5,0.97,0.82,0.75,31
1920,17,70.2,79.5,19.3,0.91,0.85,0.84,32
1980,17,69.7,80.6,15.3,0.97,0.87,0.74,33
2040,17,68.4,80.2,14.2,0.97,0.92,0.84,34
2100,17,70.4,82.5,13.6,0.91,0.82,0.75,35
2160,17,72.2,82.7,19.4,0.64,0.61,0.55,36
2220,17,71.3,82.4,11.6,1.03,1.02,0.89,37
2280,17,70.9,82.7,17.2,0.85,0.76,0.72,38
2340,17,73.3,84.5,9.9,0.85,0.79,0.73,39
2400,17,71.9,85.5,17.2,0.97,0.9,0.86,40
2460,17,74.4,85.2,14.1,0.95,0.85,0.74,41
2520,17,75.1,85.2,13.1,0.69,0.65,0.57,42
2580,17,74.5,85.3,21.6,0.69,0.61,0.6,43
2640,17,75.4,86.0,22.0,1.11,0.99,0.95,44
2700,17,77.7,85.4,17.8,1.03,1.02,0.99,45
2760,17,81.0,85.1,20.3,1.18,1.03,0.96,46
2820,17,80.0,87.1,15.4,0.77,0.72,0.63,47
2880,17,80.0,87.1,12.6,1.19,1.19,1.14,48
2940,17,79.3,87.0,27.8,1.03,1.02,0.89,49
3000,17,81.1,86.8,14.4,0.78,0.77,0.66,50
3060,17,84.6,86.9,14.6,0.98,0.86,0.8,51
3120,17,83.5,88.2,20.7,0.93,0.83,0.82,52
3180,17,82.6,90.4,15.8,1.03,1.0,0.88,53
3240,17,84.0,91.5,27.3,1.12,0.97,0.96,54
3300,17,82.2,93.8,22.0,0.67,0.61,0.54,55
3360,17,81.2,95.2,22.4,1.03,0.89,0.77,56
3420,17,83.4,98.0,15.3,1.08,1.0,1.0,57
3480,17,83.9,99.4,24.7,1.18,1.12,1.0,58
3540,17,85.4,100.0,11.6,0.9,0.86,0.8,59
3600,17,87.2,100.0,22.5,0.71,0.61,0.53,60
3660,17,85.7,100.0,22.5,1.27,1.27,1.21,61
3720,17,86.1,100.0,22.9,0.8,0.71,0.63,62
3780,17,88.3,100.0,14.6,1.27,1.16,1.13,63
3840,17,82.5,100.0,12.1,0.97,0.96,0.95,64
3900,17,85.3,100.0,12.3,0.81,0.71,0.68,65
3960,17,88.1,100.0,26.5,1.05,0.96,0.92,66
4020,17,91.0,100.0,27.5,1.03,1.01,0.89,67
4080,17,92.1,100.0,20.4,0.8,0.74,0.74,68
4140,17,91.3,100.0,15.8,1.36,1.16,0.99,69
4200,17,89.2,100.0,14.8,1.07,1.01,0.98,70
4260,17,93.9,100.0,27.8,0.98,0.93,0.8,71
4320,17,98.4,100.0,15.7,0.94,0.87,0.87,72
4380,17,97.6,100.0,24.6,0.83,0.75,0.64,73
4440,17,99.6,100.0,17.7,1.42,1.31,1.15,74
4500,17,97.1,100.0,29.4,1.25,1.14,1.07,75
4560,17,100.0,100.0,15.8,1.04,0.99,0.91,76
4620,17,100.0,100.0,12.6,1.45,1.25,1.08,77
4680,17,100.0,100.0,14.0,1.04,0.96,0.85,78
4740,17,100.0,100.0,26.6,1.44,1.27,1.1,79
4800,17,100.0,100.0,28.7,1.14,1.13,1.11,80
4860,17,100.0,100.0,19.7,1.15,1.08,0.99,81
4920,17,100.0,100.0,18.6,1.15,1.13,0.97,82
4980,17,100.0,100.0,20.6,0.96,0.88,0.82,83
5040,17,100.0,100.0,14.9,0.87,0.79,0.74,84
5100,17,100.0,100.0,19.8,0.81,0.7,0.65,85
5160,17,100.0,100.0,21.1,1.38,1.27,1.17,86
5220,17,100.0,100.0,26.7,1.34,1.26,1.1,87
5280,17,100.0,100.0,20.9,0.87,0.74,0.7,88
5340,17,100.0,100.0,14.8,1.0,0.89,0.85,89
5400,17,100.0,100.0,27.8,0.84,0.81,0.79,90
5460,17,100.0,100.0,24.9,1.06,1.04,0.99,91
5520,17,100.0,100.0,28.7,0.98,0.89,0.88,92
5580,17,100.0,100.0,29.3,1.19,1.02,0.87,93
5640,17,100.0,100.0,24.3,1.36,1.17,1.06,94
5700,17,100.0,100.0,28.2,1.42,1.32,1.24,95
5760,17,100.0,100.0,14.5,0.98,0.87,0.84,96
5820,17,100.0,100.0,18.9,1.31,1.27,1.21,97
5880,17,100.0,100.0,15.4,1.41,1.4,1.28,98
5940,17,100.0,100.0,12.8,1.39,1.34,1.14,99
6000,17,100.0,100.0,16.5,1.01,0.95,0.84,100
6060,17,100.0,100.0,23.9,1.39,1.25,1.15,101
6120,17,100.0,100.0,19.1,1.13,1.09,1.0,102
6180,17,100.0,100.0,15.4,1.48,1.32,1.31,103
6240,17,100.0,100.0,28.3,1.39,1.26,1.16,104
6300,17,100.0,100.0,14.1,1.16,1.13,1.11,105
6360,17,100.0,100.0,26.9,1.09,0.95,0.85,106
6420,17,100.0,100.0,25.8,1.27,1.17,1.16,107
6480,17,100.0,100.0,13.2,1.21,1.1,1.09,108
6540,17,100.0,100.0,14.5,1.28,1.18,1.02,109
6600,17,100.0,100.0,24.1,1.32,1.25,1.23,110
6660,17,100.0,100.0,15.0,1.36,1.33,1.14,111
6720,17,100.0,100.0,24.5,1.47,1.38,1.18,112
6780,17,100.0,100.0,28.4,1.02,0.91,0.86,113
6840,17,100.0,100.0,25.6,1.45,1.37,1.29,114
6900,17,100.0,100.0,17.7,1.15,1.09,0.98,115
6960,17,100.0,100.0,13.1,1.01,0.97,0.91,116
7020,17,100.0,100.0,12.9,1.43,1.35,1.2,117
7080,17,100.0,100.0,16.7,1.25,1.09,0.97,118
7140,17,100.0,100.0,14.1,0.94,0.87,0.83,119
7200,17,100.0,100.0,26.0,1.27,1.23,1.12,120
7260,17,100.0,100.0,16.1,1.09,0.94,0.84,121
7320,17,100.0,100.0,19.6,1.03,0.91,0.84,122
7380,17,100.0,100.0,25.6,1.2,1.12,1.04,123
7440,17,100.0,100.0,23.6,0.96,0.84,0.77,124
7500,17,100.0,100.0,28.6,0.99,0.88,0.77,125
7560,17,100.0,100.0,14.2,1.37,1.34,1.26,126
7620,17,100.0,100.0,15.1,1.16,1.14,1.04,127
7680,17,100.0,100.0,17.9,1.49,1.46,1.44,128
7740,17,100.0,100.0,17.9,1.19,1.08,0.97,129
7800,17,100.0,100.0,23.3,1.23,1.15,1.08,130
7860,17,100.0,100.0,13.2,1.4,1.25,1.07,131
7920,17,100.0,100.0,20.2,1.0,0.96,0.94,132
7980,17,100.0,100.0,23.3,0.97,0.96,0.92,133
8040,17,100.0,100.0,26.9,1.06,1.01,0.95,134
8100,17,100.0,100.0,17.1,1.14,0.99,0.93,135
8160,17,100.0,100.0,16.5,0.81,0.76,0.72,136
8220,17,100.0,100.0,24.9,1.02,0.94,0.94,137
8280,17,100.0,100.0,29.7,1.34,1.19,1.06,138
8340,17,100.0,100.0,19.0,1.34,1.15,0.98,139
8400,17,100.0,100.0,28.7,1.5,1.41,1.2,140
8460,17,100.0,100.0,24.8,1.12,1.04,1.02,141
8520,17,100.0,100.0,21.1,1.06,1.01,0.92,142
8580,17,100.0,100.0,13.8,1.43,1.29,1.25,143
8640,17,100.0,100.0,13.6,1.15,1.14,1.03,144
8700,17,100.0,100.0,29.5,1.28,1.27,1.12,145
8760,17,100.0,100.0,14.6,0.86,0.78,0.69,146
8820,17,100.0,100.0,20.4,1.42,1.32,1.16,147
8880,17,100.0,100.0,28.1,1.41,1.3,1.12,148
8940,17,100.0,100.0,19.5,1.41,1.36,1.25,149
9000,17,100.0,100.0,27.2,1.41,1.21,1.13,150
9060,17,100.0,100.0,16.6,1.06,1.02,0.91,151
9120,17,100.0,100.0,28.0,1.22,1.11,1.02,152
9180,17,100.0,100.0,13.6,1.09,1.0,0.97,153
9240,17,100.0,100.0,13.2,0.88,0.81,0.69,154
9300,17,100.0,100.0,13.8,0.84,0.8,0.72,155
9360,17,100.0,100.0,19.4,0.95,0.91,0.78,156
9420,17,100.0,100.0,23.5,1.01,0.92,0.79,157
9480,17,100.0,100.0,26.4,1.03,0.99,0.95,158
9540,17,100.0,100.0,26.1,1.23,1.18,1.1,159
9600,17,100.0,100.0,19.9,1.22,1.22,1.11,160
9660,17,100.0,100.0,18.9,1.44,1.42,1.22,161
9720,17,100.0,100.0,29.1,1.49,1.29,1.19,162
9780,17,100.0,100.0,13.5,0.81,0.74,0.74,163
9840,17,100.0,100.0,13.8,0.87,0.78,0.73,164
9900,17,100.0,100.0,22.3,1.2,1.18,1.16,165
9960,17,100.0,100.0,13.8,1.13,1.08,1.05,166
10020,17,100.0,100.0,18.3,1.2,1.11,1.07,167
10080,17,100.0,100.0,23.3,1.4,1.28,1.11,168
10140,17,100.0,100.0,26.7,1.46,1.31,1.25,169
10200,17,100.0,100.0,13.0,1.17,1.09,1.02,170
10260,17,100.0,100.0,29.3,0.84,0.77,0.72,171
10320,17,100.0,100.0,29.3,1.0,0.96,0.92,172
10380,17,100.0,100.0,21.0,0.8,0.74,0.64,173
10440,17,100.0,100.0,12.5,0.98,0.95,0.83,174
10500,17,100.0,100.0,18.4,0.89,0.89,0.86,175
10560,17,100.0,100.0,16.2,1.31,1.31,1.21,176
10620,17,100.0,100.0,21.9,1.22,1.21,1.11,177
10680,17,100.0,100.0,27.0,1.4,1.32,1.14,178
10740,17,100.0,100.0,12.7,1.41,1.33,1.29,179
10800,17,100.0,100.0,23.9,0.96,0.96,0.88,180
10860,17,100.0,100.0,29.1,1.46,1.25,1.22,181
